model,n_early,seed,n_train,n_cal,n_test,n_params,train_time_s,test_cells,y_true,y_pred,MAE,RMSE,MAPE,MedianAE,Within_50,Within_100,Bias,fold
GRU,50,0,71,23,23,248577,66.8,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch3_c017|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|63|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43,235.2123,293.2725,53.6385,232.5658,0.3043,0.3478,-223.3484,0
GRU,50,1,71,23,23,248577,68.73,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch3_c017|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|63|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78,235.8072,293.7691,53.7616,233.2174,0.2609,0.3478,-224.0,0
GRU,50,2,71,23,23,248577,69.76,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch3_c017|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|63|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00,234.6962,292.8423,53.5318,232.0006,0.3043,0.3478,-222.7832,0
GRU,50,0,71,23,23,248577,73.02,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43|199.43,307.3919,427.5848,51.172,302.5658,0.2609,0.2609,-307.3919,1
GRU,50,1,71,23,23,248577,70.91,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78,308.0435,428.0535,51.3315,303.2174,0.1739,0.2609,-308.0435,1
GRU,50,2,71,23,23,248577,71.27,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00,306.8267,427.1787,51.0336,302.0006,0.2609,0.2609,-306.8267,1
GRU,50,0,71,23,23,248577,71.47,SEV_batch2_c001|SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020|SEV_batch2_c000,92|498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421|71,199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44,283.367,353.8179,61.3281,298.5553,0.0,0.2609,-257.0771,2
GRU,50,1,71,23,23,248577,70.8,SEV_batch2_c001|SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020|SEV_batch2_c000,92|498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421|71,198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78,283.8569,354.2998,61.3699,299.2181,0.0,0.2609,-257.7398,2
GRU,50,2,71,23,23,248577,70.26,SEV_batch2_c001|SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020|SEV_batch2_c000,92|498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421|71,200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00,282.9568,353.415,61.2931,298.0004,0.0,0.2609,-256.5222,2
GRU,50,0,71,23,23,248577,67.45,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44|199.44,251.0304,369.7859,44.2232,109.5631,0.3913,0.4783,-241.3892,3
GRU,50,1,71,23,23,248577,73.2,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78,251.5704,370.2129,44.349,110.2168,0.3043,0.4783,-242.0429,3
GRU,50,2,71,23,23,248577,72.64,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00,250.5657,369.4189,44.1149,109.0006,0.3913,0.4783,-240.8267,3
GRU,50,0,71,23,23,248577,72.17,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c005|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|70|636|891|249|246|352|525|519,199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45|199.45,262.1431,340.1313,58.1489,191.5466,0.2609,0.3478,-234.8074,4
GRU,50,1,71,23,23,248577,72.33,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c005|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|70|636|891|249|246|352|525|519,198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78|198.78,262.6374,340.5934,58.2018,192.2153,0.2174,0.3478,-235.4762,4
GRU,50,2,71,23,23,248577,72.51,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c005|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|70|636|891|249|246|352|525|519,200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00|200.00,261.7386,339.7538,58.1057,190.9993,0.2609,0.3478,-234.2602,4
Transformer,50,0,71,23,23,17185,57.03,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch3_c017|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|63|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35,212.4633,274.7723,48.9329,207.6501,0.3478,0.3478,-198.4329,0
Transformer,50,1,71,23,23,17185,58.94,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch3_c017|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|63|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05,210.9113,273.5473,48.6118,205.9503,0.3478,0.3478,-196.7331,0
Transformer,50,2,71,23,23,17185,60.56,SEV_batch2_c006|SEV_batch1_c006|SEV_batch2_c019|SEV_batch2_c004|SEV_batch1_c012|SEV_batch3_c008|SEV_batch2_c040|SEV_batch3_c017|SEV_batch1_c044|SEV_batch1_c013|SEV_batch2_c002|SEV_batch1_c030|SEV_batch3_c018|SEV_batch3_c030|SEV_batch1_c021|SEV_batch1_c000|SEV_batch2_c029|SEV_batch3_c040|SEV_batch2_c044|SEV_batch3_c027|SEV_batch2_c036|SEV_batch3_c012|SEV_batch3_c043,256|518|247|245|504|426|361|63|500|500|246|432|591|753|462|701|245|237|246|773|249|463|706,224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20,212.5959,274.8772,48.9603,207.7953,0.3478,0.3478,-198.5781,0
Transformer,50,0,71,23,23,17185,58.66,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35,282.4764,410.0389,45.0718,277.6501,0.2609,0.2609,-282.4764,1
Transformer,50,1,71,23,23,17185,58.61,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05,280.7766,408.8698,44.6557,275.9503,0.2609,0.2609,-280.7766,1
Transformer,50,2,71,23,23,17185,50.16,SEV_batch1_c014|SEV_batch1_c017|SEV_batch2_c037|SEV_batch1_c037|SEV_batch1_c027|SEV_batch2_c022|SEV_batch1_c025|SEV_batch3_c039|SEV_batch2_c032|SEV_batch3_c003|SEV_batch1_c036|SEV_batch2_c041|SEV_batch2_c010|SEV_batch1_c011|SEV_batch1_c040|SEV_batch3_c038|SEV_batch2_c035|SEV_batch1_c034|SEV_batch2_c007|SEV_batch3_c006|SEV_batch1_c007|SEV_batch3_c007|SEV_batch2_c033,522|507|245|438|502|245|569|938|360|600|490|249|249|507|485|1681|246|541|530|549|569|389|246,224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20,282.6216,410.139,45.1074,277.7952,0.2609,0.2609,-282.6216,1
Transformer,50,0,71,23,23,17185,50.99,SEV_batch2_c001|SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020|SEV_batch2_c000,92|498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421|71,224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35,264.9584,336.1578,59.7564,273.6496,0.2174,0.2609,-232.1716,2
Transformer,50,1,71,23,23,17185,47.32,SEV_batch2_c001|SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020|SEV_batch2_c000,92|498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421|71,226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05,263.7027,334.9867,59.6492,271.9507,0.2174,0.2609,-230.4726,2
Transformer,50,2,71,23,23,17185,47.26,SEV_batch2_c001|SEV_batch1_c043|SEV_batch1_c019|SEV_batch2_c031|SEV_batch1_c042|SEV_batch2_c021|SEV_batch1_c009|SEV_batch2_c005|SEV_batch2_c038|SEV_batch2_c047|SEV_batch1_c031|SEV_batch1_c022|SEV_batch3_c016|SEV_batch3_c021|SEV_batch1_c029|SEV_batch1_c010|SEV_batch3_c019|SEV_batch2_c012|SEV_batch1_c015|SEV_batch3_c034|SEV_batch1_c005|SEV_batch1_c020|SEV_batch2_c000,92|498|507|252|500|250|887|390|251|259|629|793|568|409|505|506|904|252|517|133|906|421|71,224.20|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.20|224.21|224.20|224.21|224.20|224.20|224.21|224.20|224.20|224.20,265.0658,336.2582,59.7656,273.7949,0.2174,0.2609,-232.3169,2
Transformer,50,0,71,23,23,17185,47.24,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35,230.4492,354.0258,39.428,84.6489,0.3913,0.5217,-216.475,3
Transformer,50,1,71,23,23,17185,47.92,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05,229.0474,352.9908,39.1014,83.048,0.3913,0.5217,-214.7781,3
Transformer,50,2,71,23,23,17185,46.82,SEV_batch3_c013|SEV_batch1_c008|SEV_batch3_c011|SEV_batch3_c026|SEV_batch3_c042|SEV_batch2_c020|SEV_batch2_c013|SEV_batch3_c000|SEV_batch2_c009|SEV_batch3_c004|SEV_batch2_c028|SEV_batch3_c041|SEV_batch3_c001|SEV_batch3_c014|SEV_batch2_c003|SEV_batch2_c024|SEV_batch2_c011|SEV_batch3_c036|SEV_batch2_c023|SEV_batch2_c043|SEV_batch1_c039|SEV_batch3_c037|SEV_batch2_c025,377|494|145|673|1341|247|244|819|309|441|248|621|585|143|248|247|248|863|246|249|504|598|249,224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20|224.20,230.5703,354.1155,39.4562,84.7955,0.3913,0.5217,-216.6217,3
Transformer,50,0,71,23,23,17185,46.74,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c005|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|70|636|891|249|246|352|525|519,224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35|224.35,245.1614,323.4445,56.8646,166.6474,0.2609,0.2609,-209.9084,4
Transformer,50,1,71,23,23,17185,46.95,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c005|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|70|636|891|249|246|352|525|519,226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05|226.05,244.0553,322.3463,56.8015,164.9514,0.2609,0.2609,-208.2123,4
Transformer,50,2,71,23,23,17185,46.88,SEV_batch2_c030|SEV_batch3_c020|SEV_batch1_c045|SEV_batch1_c035|SEV_batch3_c029|SEV_batch1_c003|SEV_batch2_c018|SEV_batch1_c024|SEV_batch1_c004|SEV_batch1_c026|SEV_batch3_c025|SEV_batch3_c010|SEV_batch3_c031|SEV_batch2_c042|SEV_batch3_c009|SEV_batch3_c005|SEV_batch3_c045|SEV_batch1_c023|SEV_batch2_c026|SEV_batch2_c039|SEV_batch3_c033|SEV_batch1_c016|SEV_batch3_c015,246|660|506|495|734|876|246|208|877|431|391|102|112|245|371|70|636|891|249|246|352|525|519,224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21|224.21,245.2568,323.5394,56.8701,166.7937,0.2609,0.2609,-210.0546,4
